document_id,RawText,clean_text
0,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
1,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
2,"Learn the concrete steps on how spiritual leaders can integrate anti-racism ministry into the spiritual leadership of their community.
Click here for more info: https://t.co/3jOfOtSWPu

#dismantlewhitesupremacy #thisisamerica #racialjustice #racisminamerica #blacklivesmatter https://t.co/YFbW2hrUL3",learn concret step spiritu leader integr anti racism ministri spiritu leadership commun click info http co jofotswpu dismantlewhitesupremaci thisisamerica racialjustic racisminamerica blacklivesmatt http co yfbwhrul
3,RT @angelicaross: Found the @watchallblk app on my Samsung TV!  About to watch this right now!  #BeyondEdBuck #BlackLivesMatter,angelicaross found watchallblk app samsung tv about watch right beyondedbuck blacklivesmatt
4,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
5,"""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/rSFvFIelIj

#CMScares4u @thedpsa 
@HealthZA @Tourism_gov_za #QM #4IR Constitution ""The EFF""
#Section59Investigation @2Pac 
#BlackLivesMatter #ICantBreath 
#The7dayTheory https://t.co/VnthwYbFLY",south africa gem audac repeat realiti apartheid discrimin http co rsfvfielij cmscaresu thedpsa healthza tourism gov za qm ir constitut the eff sectioninvestig pac blacklivesmatt icantbreath thedaytheori http co vnthwybfli
6,RT @RGarcia_Sports: Trayvon Martin was murdered ten years ago today. #RIP #BLM #BlackLivesMatter https://t.co/7Bhz0u6Xjn,rgarcia sport trayvon martin murder ten year ago today rip blm blacklivesmatt http co bhzuxjn
7,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
8,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
9,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
10,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
11,RT @TrueWordsRSpoke: @keithboykin @RepMTG @BenLorber8 These people will support Russia and Putin WAY before they ever accept #BlackLivesMat…,truewordsrspok keithboykin repmtg benlorb these peopl support russia putin way ever accept blacklivesmat
12,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
13,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
14,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
15,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
16,RT @MsCjay: We will never forget you! ... #TrayvonMartin #BlackLivesMatter https://t.co/OcQswaqQQa,mscjay we never forget trayvonmartin blacklivesmatt http co ocqswaqqqa
17,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
18,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
19,Found the @watchallblk app on my Samsung TV!  About to watch this right now!  #BeyondEdBuck #BlackLivesMatter https://t.co/LfQPyt0gFj,found watchallblk app samsung tv about watch right beyondedbuck blacklivesmatt http co lfqpytgfj
20,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
21,"Sadly his death and the death of so many black folks in the last 400+ yrs is #BlackHistory/American history.
#BlackLivesMatter #BlackShinesBrightest https://t.co/cj6vzACYDW",sadli death death mani black folk last yr blackhistori american histori blacklivesmatt blackshinesbrightest http co cjvzacydw
22,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",biafrantweet focusonbiafra it never late speak biafra seek referendum save live blacklivesmatt freebia
23,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
24,"""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/rSFvFIelIj

#CMScares4u @thedpsa 
@HealthZA @Tourism_gov_za #QM #4IR Constitution ""The EFF""
#Section59Investigation @2Pac 
#BlackLivesMatter #ICantBreath 
#The7dayTheory https://t.co/ZdIfecq0bu",south africa gem audac repeat realiti apartheid discrimin http co rsfvfielij cmscaresu thedpsa healthza tourism gov za qm ir constitut the eff sectioninvestig pac blacklivesmatt icantbreath thedaytheori http co zdifecqbu
25,Defund the #SimpsonvillePolice #BlackLivesMatter,defund simpsonvillepolic blacklivesmatt
26,"Hmm, what a big contrast? When #Tigray was assaulted by its own people &amp; many countries, you said nothing except support the dictator in Ethiopia. #BlackLivesMatter #Tigrayans Don’t get me wrong, I stand with #Ukrainians but you(politicians are )messing up the world💔 Own it! https://t.co/yZhA8K606S",hmm big contrast when tigray assault peopl amp mani countri said noth except support dictat ethiopia blacklivesmatt tigrayan don get wrong i stand ukrainian politician mess world own http co yzhak
27,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
28,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
29,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
30,RT @TTVball: Amazing performances! Shout out to our own Amirah and Layla and the BSU Tigerettes! #BlackLivesMatter https://t.co/mA50fXoELn,ttvball amaz perform shout amirah layla bsu tigerett blacklivesmatt http co mafxoeln
31,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
32,"RT @joani_mcgowen: Thank you Tiffany Cross for your outstanding reporting and your tribute to Trayvon Martin, Black Mothers, Black families…",joani mcgowen thank tiffani cross outstand report tribut trayvon martin black mother black famili
33,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
34,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
35,"Never Forget Trayvon Martin 😢

#trayvonmartin #10yearslater #blacklivesmatter #blm #riptrayvon #riptrayvonmartin #breakingnews #news #endracism #enoughisenough #10yearswithouttrayvon #10yearswithouttrayvonmartin #neverforget #february26th2012 https://t.co/iuMJ2Lz7dM",never forget trayvon martin trayvonmartin yearslat blacklivesmatt blm riptrayvon riptrayvonmartin breakingnew news endrac enoughisenough yearswithouttrayvon yearswithouttrayvonmartin neverforget februaryth http co iumjlzdm
36,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
37,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
38,"RT @LuelHelen: No light 
No electricity
No food 
No telecommunication 
No transportation
No media 
#TigrayGenocide 
#TigrayCantWait 
#Break…",luelhelen no light no electr no food no telecommun no transport no medium tigraygenocid tigraycantwait break
39,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
40,"RT @Berhane_12: #UAE, #Iran, #China, #Russia, #Turkey, #Ethiopia and #Eritrea engaged in the invasion of #Tigray. @AbiyAhmedAli still bombi…",berhan uae iran china russia turkey ethiopia eritrea engag invas tigray abiyahmedali still bombi
41,"""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/rSFvFIelIj

#CMScares4u @thedpsa 
@HealthZA @Tourism_gov_za #QM #4IR Constitution ""The EFF""
#Section59Investigation @2Pac 
#BlackLivesMatter #ICantBreath 
#The7dayTheory",south africa gem audac repeat realiti apartheid discrimin http co rsfvfielij cmscaresu thedpsa healthza tourism gov za qm ir constitut the eff sectioninvestig pac blacklivesmatt icantbreath thedaytheori
42,RT @RGarcia_Sports: Trayvon Martin was murdered ten years ago today. #RIP #BLM #BlackLivesMatter https://t.co/7Bhz0u6Xjn,rgarcia sport trayvon martin murder ten year ago today rip blm blacklivesmatt http co bhzuxjn
43,RT @RGarcia_Sports: Trayvon Martin was murdered ten years ago today. #RIP #BLM #BlackLivesMatter https://t.co/7Bhz0u6Xjn,rgarcia sport trayvon martin murder ten year ago today rip blm blacklivesmatt http co bhzuxjn
44,"RT @JustMePixie: Hope my art conveys 
the heartache 💔i feel 4 #TrayvonMartin's parents &amp; family
if I used words 2 express my outrage it wou…",justmepixi hope art convey heartach feel trayvonmartin parent amp famili i use word express outrag wou
45,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
46,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
47,"RT @KyleJamesHoward: We still remember you Trayvon, you should be turning 27 today. #BlackLivesMatter",kylejameshoward we still rememb trayvon turn today blacklivesmatt
48,"RT @AllAboveAll: #TrayvonMartin should still be here. He should have turned 27 this month, surrounded by his friends and family. Today, we…",allaboveal trayvonmartin still he turn month surround friend famili today
49,"RT @tbayissa: The world got Ukraine back, but they turned their back on Tigray genocide! It is the saddest fact that we have to realize Tig…",tbayissa the world got ukrain back turn back tigray genocid it saddest fact realiz tig
50,Breonna Taylor #BlackLivesMatter,breonna taylor blacklivesmatt
51,"""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/rSFvFIelIj

#CMScares4u @thedpsa 
@HealthZA @Tourism_gov_za #QM #4IR Constitution ""The EFF""
#Section59Investigation @2Pac 
#BlackLivesMatter #ICantBreath 
#The7dayTheory",south africa gem audac repeat realiti apartheid discrimin http co rsfvfielij cmscaresu thedpsa healthza tourism gov za qm ir constitut the eff sectioninvestig pac blacklivesmatt icantbreath thedaytheori
52,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
53,"RT @evincocampaigns: 10 years ago today, Trayvon Martin was taken from this world –– his senseless killing led to the creation of the #Blac…",evincocampaign year ago today trayvon martin taken world senseless kill led creation blac
54,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",biafrantweet focusonbiafra it never late speak biafra seek referendum save live blacklivesmatt freebia
55,"RT @AjenFly: #WeStandWithUkraine and racism still lives without fear in our daily lives, sport, entertainment and more. I just felt like re…",ajenfli westandwithukrain racism still live without fear daili live sport entertain i felt like
56,"RT @ultrarotom: URGENT:

Please help these people in Kenya by sharing and donating if you can, because they're running out of money for foo…",ultrarotom urgent plea help peopl kenya share donat run money foo
57,"RT @RichardAngwin: ""There is separation of colored people from white people in the United States. That separation is not a disease of color…",richardangwin there separ color peopl white peopl unit state that separ diseas color
58,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
59,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
60,RT @LaraOyedele: #blacklivesmatter - even in war! https://t.co/x1vertHGyi,laraoyedel blacklivesmatt even war http co xverthgyi
61,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",biafrantweet focusonbiafra it never late speak biafra seek referendum save live blacklivesmatt freebia
62,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
63,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
64,"Remembering Trayvon Martin: 10-Years-Later 😢

#trayvonmartin #10yearslater #blacklivesmatter #blm #riptrayvon #riptrayvonmartin #breakingnews #news #endracism #enoughisenough #10yearswithouttrayvon #10yearswithouttrayvonmartin #neverforget #february26th2012 https://t.co/3wDAikbbAF",rememb trayvon martin year later trayvonmartin yearslat blacklivesmatt blm riptrayvon riptrayvonmartin breakingnew news endrac enoughisenough yearswithouttrayvon yearswithouttrayvonmartin neverforget februaryth http co wdaikbbaf
65,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
66,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",biafrantweet focusonbiafra it never late speak biafra seek referendum save live blacklivesmatt freebia
67,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
68,@keithboykin @RepMTG @BenLorber8 These people will support Russia and Putin WAY before they ever accept #BlackLivesMatter,keithboykin repmtg benlorb these peopl support russia putin way ever accept blacklivesmatt
69,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
70,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
71,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
72,"RT @JeanJacquesDes7: This 👇🏾

#BlackLivesMatter  in Haiti too!
#NoToImperialism https://t.co/e8u1zAzuhd",jeanjacquesd thi blacklivesmatt haiti notoimperi http co euzazuhd
73,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
74,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
75,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
76,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
77,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
78,RT @LaraOyedele: #blacklivesmatter - even in war! https://t.co/x1vertHGyi,laraoyedel blacklivesmatt even war http co xverthgyi
79,"RT @ultrarotom: URGENT:

Please help these people in Kenya by sharing and donating if you can, because they're running out of money for foo…",ultrarotom urgent plea help peopl kenya share donat run money foo
80,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
81,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
82,"RT @LuelHelen: No light 
No electricity
No food 
No telecommunication 
No transportation
No media 
#TigrayGenocide 
#TigrayCantWait 
#Break…",luelhelen no light no electr no food no telecommun no transport no medium tigraygenocid tigraycantwait break
83,"RT @Berhane_12: #UAE, #Iran, #China, #Russia, #Turkey, #Ethiopia and #Eritrea engaged in the invasion of #Tigray. @AbiyAhmedAli still bombi…",berhan uae iran china russia turkey ethiopia eritrea engag invas tigray abiyahmedali still bombi
84,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
85,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
86,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
87,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
88,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
89,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
90,@dananessel UMMMMM CAN YOU STOP CALHOUN COUNTY AND THE CITY OF BATTLE CREEK FROM OPERATING AS  CRIMINAL ENTERPRISE AS DEFINED BY RICO STATUTES AND THE @FBIDetroit TO PROTECT THEIR FRIEND AND PERSONAL BELIEFS!! #BlackLivesMatter https://t.co/mD0yhz0JYE,dananessel ummmmm can you stop calhoun counti and the citi of battl creek from oper a crimin enterpris a defin by rico statut and the fbidetroit to protect their friend and person belief blacklivesmatt http co mdyhzjy
91,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
92,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",biafrantweet focusonbiafra it never late speak biafra seek referendum save live blacklivesmatt freebia
93,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
94,"“On the field, 23 soldiers raped me,”a survivor recounts of the horror she faced. This type of inhumanity cannot be understood and it has no place in any society. Please take a stand against #TigrayGenocide. #TigrayCantWait #BlackLivesMatter 
@EBONYMag 
https://t.co/6DKd8AjIuO",on field soldier rape survivor recount horror face thi type inhuman cannot understood place societi plea take stand tigraygenocid tigraycantwait blacklivesmatt ebonymag http co dkdajiuo
95,RT @Telemill: #TrayvonMartin would have been 27. #SandraBland #OscarGrant #GeorgeFloyd and all the others 😢 #BlackLivesMatter,telemil trayvonmartin would sandrabland oscargr georgefloyd other blacklivesmatt
96,We will never forget you! ... #TrayvonMartin #BlackLivesMatter https://t.co/OcQswaqQQa,we never forget trayvonmartin blacklivesmatt http co ocqswaqqqa
97,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
98,"RT @KyleJamesHoward: We still remember you Trayvon, you should be turning 27 today. #BlackLivesMatter",kylejameshoward we still rememb trayvon turn today blacklivesmatt
99,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
100,RT @cdivas1028: Ten years. #TrayvonMartin #BlackLivesMatter https://t.co/F5gRdX40GJ,cdiva ten year trayvonmartin blacklivesmatt http co fgrdxgj
101,#TrayvonMartin would have been 27. #SandraBland #OscarGrant #GeorgeFloyd and all the others 😢 #BlackLivesMatter,trayvonmartin would sandrabland oscargr georgefloyd other blacklivesmatt
102,RT @Telemill: Police are NOT going stop disproportionately killing BLACK PEOPLE and NATIVE PEOPLE. Until WE STOP THEM. #Tayvonwouldhavebeen…,telemil polic not go stop disproportion kill black peopl nativ peopl until we stop them tayvonwouldhavebeen
103,RT @booksandthebear: A young male goes into a store and learns the hard way about being racially profiled because of his color and uses the…,booksandthebear a young male goe store learn hard way racial profil color use
104,RT @itskingbiancax: Get your custom African head from our Etsy Shop today! These goddess planters are the perfect accent for any room in yo…,itskingbiancax get custom african head etsi shop today these goddess planter perfect accent room yo
105,Get your custom African head from our Etsy Shop today! These goddess planters are the perfect accent for any room in your home!  #Etsy #PlanterHead #blackowned #smallbusiness   #AfricanQueen #Queen #PlanterHead #plants #BlackGirlMagic #BrownSkinGirl #BlackLivesMatter #Goddess https://t.co/qeAtT2DfeE,get custom african head etsi shop today these goddess planter perfect accent room home etsi planterhead blackown smallbusi africanqueen queen planterhead plant blackgirlmag brownskingirl blacklivesmatt goddess http co qeattdfe
106,"RT @liv_romano: Rest in power, Trayvon Martin💜✊️💜 #SayHisName #saytheirnames #BlackLivesMatter",liv romano rest power trayvon martin sayhisnam saytheirnam blacklivesmatt
107,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
108,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
109,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
110,"Raymond Tynes @glenn_tynes: Black children are more likely to be in manual trades! Three out of four of our children have university degrees... (...) Teachers need support and it starts at the top!
#SystemicRacism #BlackLivesMatter #BHM #BHM2022 https://t.co/BWL3yCVak8",raymond tyne glenn tyne black child like manual trade three four child univers degre teacher need support start top systemicrac blacklivesmatt bhm bhm http co bwlycvak
111,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
112,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
113,RT @cdivas1028: Ten years. #TrayvonMartin #BlackLivesMatter https://t.co/F5gRdX40GJ,cdiva ten year trayvonmartin blacklivesmatt http co fgrdxgj
114,Police are NOT going stop disproportionately killing BLACK PEOPLE and NATIVE PEOPLE. Until WE STOP THEM. #Tayvonwouldhavebeen27 #BlackLivesMatter,polic not go stop disproportion kill black peopl nativ peopl until we stop them tayvonwouldhavebeen blacklivesmatt
115,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
116,"GEMS has abandoned its transformation mandate by deliberately engaging in apartheid racism practices.

🥼🩺
https://t.co/rSFvFIelIj

@GEMS_Number1
@PresidencyZA @CMScares4u @SAHRCommission
Spirituality #QM #4IR
#MedicalAidRacialProfiling
#BlackLivesMatter 
#BreakTheBias #exodus https://t.co/yyW4pTqjms",gem abandon transform mandat deliber engag apartheid racism practic http co rsfvfielij gem number presidencyza cmscaresu sahrcommiss spiritu qm ir medicalaidracialprofil blacklivesmatt breakthebia exodu http co yywptqjm
117,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
118,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
119,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,nadin write black peopl stuck ukrain reportedli subject racism even attempt flee safeti even duri
120,RT @bravenew1: Trayvon Martin’s mother Sybrina Fulton on decade of fighting for racial justice: ‘I can’t give up’ https://t.co/Vbn8KCPHLt S…,bravenew trayvon martin mother sybrina fulton decad fight racial justic i give http co vbnkcphlt s
121,RT @AdrblyFerocious: I couldn’t agree more! We are dealing with multiple hate issues in America and worldwide! We need to call out bullies…,adrblyferoci i agre we deal multipl hate issu america worldwid we need call bulli
122,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",africanarch year ago today unarm trayvon martin shot dead georg zimmerman fuel movement blac
